name,stationcode,ebike,mechanical,x,y,duedate,numbikesavailable,numdocksavailable,capacity,is_renting,is_installed,nom_arrondissement_communes,is_returning,record_timestamp
Granges aux Belles,10115,0,1,2.3680844979417,48.8761373390584,2023-05-26T15:44:20+00:00,1,21,27,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Dunkerque - Rocroy,10029,4,1,2.351464,48.880726,2023-05-26T15:46:09+00:00,5,18,24,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare de l'Est - Faubourg-Saint-Martin,10161,6,3,2.3594588041306,48.875642647477,2023-05-26T15:43:49+00:00,9,23,32,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Ségur - d'Estrées,7018,1,1,2.3097044974566,48.851419978983,2023-05-26T15:44:53+00:00,2,13,19,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Boulangers - Cardinal Lemoine,5022,1,1,2.3521495,48.8462904,2023-05-26T15:45:35+00:00,2,17,20,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Arsène Houssaye - Friedland,8201,2,0,2.2994716674148,48.874510616163,2023-05-26T15:43:01+00:00,2,27,29,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Douai - Bruxelles,9038,0,1,2.3308449949028507,48.88320784122797,2023-05-26T15:45:37+00:00,1,24,27,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Ambroise Rendu - Porte Brunet,19105,1,0,2.395733,48.883667,2023-05-26T15:43:23+00:00,1,16,17,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Porte Pouchet-Bessières,17008,2,3,2.3230632,48.8978765,2023-05-26T15:45:09+00:00,5,16,23,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Institut de France,6001,5,8,2.3358313530377,48.857615678565,2023-05-26T15:45:51+00:00,13,4,17,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Thionville - Ourcq,19015,1,1,2.3833653330802917,48.88917613743794,2023-05-26T15:38:43+00:00,2,22,24,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Rossini - Laffitte,9022,0,0,2.337980867701675,48.87334627510507,2023-05-26T15:45:07+00:00,0,31,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Pesaro - Préfecture,92007,2,0,2.223908342421055,48.89577046284005,2023-05-26T15:38:43+00:00,2,20,22,OUI,OUI,Nanterre,OUI,2023-05-26T16:22:00.535Z
Moncey - Blanche,9028,2,1,2.3310810327529907,48.88006587474148,2023-05-26T15:45:33+00:00,3,14,17,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare du Nord - Hôpital Lariboisière,10107,3,0,2.352339,48.881949,2023-05-26T15:43:48+00:00,3,45,49,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Belidor - Gouvion-Saint-Cyr,17043,0,1,2.2854680567979813,48.88022154052015,2023-05-26T15:42:51+00:00,1,38,39,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Roquette - Thiéré,11002,3,17,2.3733686318721463,48.85507930579506,2023-05-26T15:45:29+00:00,20,3,23,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Saint-Maur - Roquette,11023,3,1,2.383553994571467,48.858688774062955,2023-05-26T15:46:01+00:00,4,42,46,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Claude Decaen - Cannebière,12111,8,3,2.397253782195704,48.83761417037952,2023-05-26T15:45:28+00:00,11,16,27,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Cimetière de Montrouge,14020,1,1,2.322188699,48.822009,2023-05-26T15:42:41+00:00,2,55,58,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare RER - Canadiens,43401,5,5,2.464176752459464,48.81995307955795,2023-05-26T15:45:06+00:00,10,29,45,OUI,OUI,Joinville-le-Pont,OUI,2023-05-26T16:22:00.535Z
Saint-Ambroise - Parmentier,11027,5,2,2.3772348091006,48.862147844548,2023-05-26T15:45:07+00:00,7,27,38,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Pyramide - Ecole du Breuil,12128,7,13,2.4586871266365056,48.82237977153955,2023-05-26T15:46:14+00:00,20,12,34,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Liège - Moscou,8010,1,2,2.3264628,48.8795431,2023-05-26T15:46:16+00:00,3,13,17,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Mairie de Montreuil,31022,3,0,2.440614402294159,48.86131452758348,2023-05-26T15:45:51+00:00,3,48,52,OUI,OUI,Montreuil,OUI,2023-05-26T16:22:00.535Z
Square Simon Bolivar,19101,1,0,2.3826304078102116,48.8750898883217,2023-05-26T15:44:32+00:00,1,23,24,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Schoelcher - Raspail,14003,0,1,2.3312794080411474,48.83681733526843,2023-05-26T15:46:12+00:00,1,48,50,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Rouget de Lisle,46002,14,13,2.4071189761161804,48.764615483395254,2023-05-26T15:46:12+00:00,27,8,35,OUI,OUI,Choisy-le-Roi,OUI,2023-05-26T16:22:00.535Z
Cimetière de Montmartre,18003,0,1,2.3328901827335,48.886472466142,2023-05-26T15:44:48+00:00,1,42,43,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Richard Lenoir - Republique,11113,1,2,2.3692541,48.8667175,2023-05-26T15:46:10+00:00,3,52,58,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Charles de Gaulle - Beauté,41302,3,0,2.479562651149885,48.83649602312711,2023-05-26T15:44:13+00:00,3,45,49,OUI,OUI,Nogent-sur-Marne,OUI,2023-05-26T16:22:00.535Z
Mutualité,5018,8,4,2.3502873256803,48.848225572724,2023-05-26T15:46:15+00:00,12,24,37,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Anatole France - President Roosevelt,33017,3,0,2.3814103,48.9155156,2023-05-26T15:45:43+00:00,3,26,29,OUI,OUI,Aubervilliers,OUI,2023-05-26T16:22:00.535Z
Jourdain - Place des Grandes Rigoles,20112,4,1,2.38959476351738,48.87403113727167,2023-05-26T15:46:14+00:00,5,17,22,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Fontenay - Libération,43008,3,8,2.445141971111298,48.84780306364685,2023-05-26T15:38:23+00:00,11,13,25,OUI,OUI,Vincennes,OUI,2023-05-26T16:22:00.535Z
Roger Salengro - Fontainebleau,42706,3,2,2.3611663654447,48.814548697325,2023-05-26T15:44:50+00:00,5,19,25,OUI,OUI,Le Kremlin-Bicêtre,OUI,2023-05-26T16:22:00.535Z
Manin - Carrières d'Amérique,19103,0,2,2.3919698596000676,48.88467214209463,2023-05-26T15:37:49+00:00,2,18,20,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Porte de Vanves,14138,0,2,2.3056878894567,48.828012849445,2023-05-26T15:45:31+00:00,2,29,32,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Victor Hugo - Jeanne Jugan,12114,2,1,2.415081394834419,48.843949064031825,2023-05-26T15:45:43+00:00,3,24,28,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Cimetière de Fontenay-sous-Bois,41209,6,3,2.4787822365760808,48.84706173362218,2023-05-26T15:37:56+00:00,9,6,15,OUI,OUI,Fontenay-sous-Bois,OUI,2023-05-26T16:22:00.535Z
Place Albert Kahn,18031,1,0,2.345585584134864,48.8957969797804,2023-05-26T15:46:12+00:00,1,44,46,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place de la Porte de Champeret,17203,0,0,2.2917001576821,48.886062068226,2023-04-25T06:55:53+00:00,0,0,0,NON,NON,Paris,NON,2023-05-26T16:22:00.535Z
Rocher - Laborde,8017,1,10,2.322616316378116,48.87590240712654,2023-05-26T15:45:28+00:00,11,52,65,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Lecourbe - Jean Maridor,15054,4,8,2.2877392172813416,48.83796366147599,2023-05-26T15:45:17+00:00,12,7,19,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Grenelle - Violet,15106,0,31,2.294612042605877,48.84993035512154,2023-05-26T15:46:02+00:00,31,4,35,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Erasme - Ulm,5124,0,1,2.3445946723222733,48.84264375274712,2023-05-26T15:45:11+00:00,1,23,24,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Jean Jaurès - Presles,35002,2,0,2.396005728053061,48.90713441498779,2023-05-26T15:46:10+00:00,2,27,30,OUI,OUI,Pantin,OUI,2023-05-26T16:22:00.535Z
Boissière - Etienne Dolet,31102,4,0,2.4677312,48.876111,2023-05-26T15:44:52+00:00,4,17,21,OUI,OUI,Montreuil,OUI,2023-05-26T16:22:00.535Z
Chabanais - Petits Champs,2111,1,12,2.336716018617153,48.86703740186721,2023-05-26T15:44:37+00:00,13,15,30,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Cevennes - Bergers,15109,10,15,2.281037718057633,48.84240765130395,2023-05-26T15:46:11+00:00,25,2,29,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Enghien - Faubourg Poissonnière,10042,0,1,2.3483952362828,48.872420063053,2023-05-26T15:45:32+00:00,1,32,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Marcelin Berthelot,21006,1,6,2.233161628246308,48.8415473058801,2023-05-26T15:43:00+00:00,7,18,27,OUI,OUI,Boulogne-Billancourt,OUI,2023-05-26T16:22:00.535Z
Repos - Cimetière du Père Lachaise,20131,3,0,2.3896131366845,48.859358523593,2023-05-26T15:45:44+00:00,3,30,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
François Debergue - Croix de Chavaux,31008,4,1,2.437578141689301,48.857421708072074,2023-05-26T15:39:24+00:00,5,51,57,OUI,OUI,Montreuil,OUI,2023-05-26T16:22:00.535Z
Lakanal - Commerce,15034,5,35,2.294059172272682,48.84442462786544,2023-05-26T15:45:49+00:00,40,9,53,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Tertres - Fontaine,22203,2,0,2.306235730648041,48.787553654715644,2023-05-26T15:44:37+00:00,2,25,28,OUI,OUI,Bagneux,OUI,2023-05-26T16:22:00.535Z
Place de la Porte de Champerret,17031,0,0,2.290781411279206,48.88561741628322,2023-02-16T23:20:23+00:00,0,0,0,NON,OUI,Paris,NON,2023-05-26T16:22:00.535Z
Gare Rer de Fontenay sous Bois,41202,1,8,2.4630465,48.8436279,2023-05-26T15:44:03+00:00,9,49,61,OUI,OUI,Fontenay-sous-Bois,OUI,2023-05-26T16:22:00.535Z
Raspail - Manufacture des Oeillets,42021,0,14,2.3903009,48.8094458,2023-05-26T15:46:10+00:00,14,15,32,OUI,OUI,Ivry-sur-Seine,OUI,2023-05-26T16:22:00.535Z
Cossonnerie - Sébastopol,1119,3,16,2.349419631063938,48.86132665908402,2023-05-26T15:46:16+00:00,19,3,24,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Noisy le Sec - Jean-Baptiste Clément,31708,3,1,2.415283620357514,48.87451538963655,2023-05-26T15:44:53+00:00,4,16,22,OUI,OUI,Bagnolet,OUI,2023-05-26T16:22:00.535Z
Henri Ste-Claire Déville - Paul Héroult,25003,1,1,2.172411,48.892663,2023-05-26T15:43:53+00:00,2,21,24,OUI,OUI,Rueil-Malmaison,OUI,2023-05-26T16:22:00.535Z
Paris - Emile Zola,31003,0,4,2.4186685681343083,48.854898095789295,2023-05-26T15:46:11+00:00,4,26,30,OUI,OUI,Montreuil,OUI,2023-05-26T16:22:00.535Z
Victoire - Chaussée d'Antin,9116,5,6,2.3316738009452824,48.875065791004396,2023-05-26T15:45:54+00:00,11,11,24,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Victor Hugo - Galliéni,21008,17,12,2.2460845112800603,48.83802015441127,2023-05-26T15:45:54+00:00,29,5,34,OUI,OUI,Boulogne-Billancourt,OUI,2023-05-26T16:22:00.535Z
Richard Lenoir - Jean-Pierre Timbaud,11039,1,4,2.369337074966926,48.86580427668637,2023-05-26T15:46:01+00:00,5,28,36,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Legendre - Dulong,17013,0,1,2.316423766314984,48.885325169402904,2023-05-26T15:46:13+00:00,1,21,23,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Square du Théâtre du Garde-Chasse,32604,3,0,2.420119643211365,48.881287375060616,2023-05-26T15:42:52+00:00,3,46,50,OUI,OUI,Les Lilas,OUI,2023-05-26T16:22:00.535Z
Rochechouart lamartine,9010,0,2,2.344393021853951,48.876719895109,2023-05-26T15:44:58+00:00,2,20,24,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place Madeleine Daniélou,17105,2,0,2.282015,48.883498,2023-05-26T15:44:55+00:00,2,40,42,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Hoche - Tilsitt,8057,3,2,2.2971323132515,48.874836457837,2023-05-26T15:45:37+00:00,5,28,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Jean-François Lépine - Stephenson,18009,0,0,2.356855627529275,48.88611466796807,2023-05-26T15:45:15+00:00,0,19,22,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Parmentier - République,11105,1,1,2.3750124,48.8644954,2023-05-26T15:44:20+00:00,2,48,50,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Abbé Carton - Plantes,14110,1,4,2.320918142795563,48.827673823165846,2023-05-26T15:46:14+00:00,5,18,25,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare RER de Vincennes,43005,3,0,2.433383166790009,48.847563015126106,2023-05-26T15:46:10+00:00,3,46,51,OUI,OUI,Vincennes,OUI,2023-05-26T16:22:00.535Z
Mairie du 11ème,11024,4,5,2.3789759,48.858925,2023-05-26T15:46:04+00:00,9,38,51,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Lieutenant Chauré - Etienne Marey,20134,0,0,2.405970990657807,48.86746195408435,2023-05-26T15:45:34+00:00,0,20,20,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Marseille - Beaurepaire,10014,3,7,2.3639265082738348,48.871624306962985,2023-05-26T15:46:10+00:00,10,44,55,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Arago - Glacière,13002,1,0,2.3445770524322067,48.83486054775774,2023-05-26T15:44:53+00:00,1,25,27,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Mairie d'Ivry-sur-Seine,42010,3,39,2.3842826485633855,48.81057120969284,2023-05-26T15:44:37+00:00,42,8,53,OUI,OUI,Ivry-sur-Seine,OUI,2023-05-26T16:22:00.535Z
Parc Georges Brassens - Brancion,15046,2,3,2.3022570088505745,48.83227829269761,2023-05-26T15:45:22+00:00,5,22,29,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place Paul Eluard,46001,6,10,2.4144977331161503,48.7672039733195,2023-05-26T15:41:25+00:00,16,3,19,OUI,OUI,Choisy-le-Roi,OUI,2023-05-26T16:22:00.535Z
Exelmans - Michel-Ange,16040,2,20,2.2597770800669053,48.84309486651855,2023-05-26T15:46:12+00:00,22,11,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Pierret - Madrid,22006,0,12,2.260125767248034,48.882976576876565,2023-05-26T15:46:15+00:00,12,15,28,OUI,OUI,Neuilly-sur-Seine,OUI,2023-05-26T16:22:00.535Z
Reims - Raymond Pitet,17028,2,5,2.296319,48.8888,2023-05-26T15:45:01+00:00,7,29,37,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Aristide Briand - Gare de Bagneux,42302,3,5,2.321148812770844,48.79387269664978,2023-05-26T15:46:13+00:00,8,12,22,OUI,OUI,Cachan,OUI,2023-05-26T16:22:00.535Z
Victoria - Place du Chatelet,1002,11,6,2.3469167947769,48.857992591527,2023-05-26T15:46:16+00:00,17,2,22,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Mathurins - Auber,9032,1,8,2.3294984212276,48.872988840744,2023-05-26T15:45:58+00:00,9,27,36,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Wilson - Métallurgie,32003,1,5,2.3584435880184174,48.909423010092326,2023-05-26T15:45:11+00:00,6,19,28,OUI,OUI,Saint-Denis,OUI,2023-05-26T16:22:00.535Z
Madame de Sanzillon - Mozart,21104,1,7,2.3187401890754704,48.90379820774301,2023-05-26T15:46:16+00:00,8,12,22,OUI,OUI,Clichy,OUI,2023-05-26T16:22:00.535Z
Mairie du 7ème,7102,1,2,2.3192664,48.8577967,2023-05-26T15:44:19+00:00,3,23,27,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Volontaire - Lecourbe,15013,3,8,2.3065522313117985,48.8435137879902,2023-05-26T15:46:13+00:00,11,16,31,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare RER de Gentilly,42504,0,2,2.3410347104072575,48.814280450380224,2023-05-26T15:46:12+00:00,2,27,30,OUI,OUI,Gentilly,OUI,2023-05-26T16:22:00.535Z
Villiers de l'Isle Adam - Pyrénées,20111,1,0,2.396222,48.867362,2023-05-26T15:45:38+00:00,1,19,20,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Boyer - Ménilmontant,20121,1,0,2.3919824145635,48.868895162679,2018-05-21T05:59:45+00:00,1,1,19,NON,OUI,Paris,NON,2023-05-26T16:22:00.535Z
Place Jean Ferrat,42015,4,0,2.3744174838066106,48.8184945213025,2023-05-26T15:39:17+00:00,4,20,25,OUI,OUI,Ivry-sur-Seine,OUI,2023-05-26T16:22:00.535Z
Place de la Porte de Paris,32016,1,2,2.3564037680625916,48.93009363207303,2023-05-26T15:46:13+00:00,3,35,40,OUI,OUI,Saint-Denis,OUI,2023-05-26T16:22:00.535Z
Stalingrad - Désiré Chevalier,31010,3,4,2.445072233676911,48.85670169739857,2023-05-26T15:45:43+00:00,7,35,42,OUI,OUI,Montreuil,OUI,2023-05-26T16:22:00.535Z
Flandre - Alphonse Karr,19008,3,0,2.381868,48.89465,2023-05-26T15:43:57+00:00,3,22,25,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Hôpital Bégin,43003,2,2,2.4272462725639348,48.84571672113014,2023-05-26T15:46:14+00:00,4,20,26,OUI,OUI,Vincennes,OUI,2023-05-26T16:22:00.535Z
Charonne - Faubourg Saint-Antoine,11004,6,10,2.3740932717919,48.852191909696,2023-05-26T15:46:13+00:00,16,17,34,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Raspail - Bac,7005,4,4,2.3256602883339,48.855628721101,2023-05-26T15:45:18+00:00,8,44,52,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Charenton - Diderot,12009,9,6,2.3793068155646,48.846171461187,2023-05-26T15:44:59+00:00,15,2,18,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Boulard - Daguerre,14036,1,2,2.3293386027216907,48.83446472680611,2023-05-26T15:45:43+00:00,3,42,45,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Tristan Tzara -  Tchaïkovski,18201,4,2,2.3648490384221077,48.89490221746837,2023-05-26T15:46:07+00:00,6,27,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Saint Georges - d'Aumale,9021,1,2,2.337429821491241,48.87778639599673,2023-05-26T15:44:48+00:00,3,20,23,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gaston Roussel - Commune de Paris,32303,1,2,2.432552274419542,48.89432034553156,2023-05-26T15:43:43+00:00,3,25,30,OUI,OUI,Romainville,OUI,2023-05-26T16:22:00.535Z
Stalingrad - Germaine Tailleferre,42029,4,4,2.3786691203713417,48.80257200481316,2023-05-26T15:44:00+00:00,8,19,28,OUI,OUI,Ivry-sur-Seine,OUI,2023-05-26T16:22:00.535Z
Porte de Vincennes,12115,3,4,2.415514,48.846454,2023-05-26T15:46:10+00:00,7,26,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Bienfaisance - Place de Narvik,8035,0,0,2.3129771277308464,48.87660163459077,2023-05-26T15:45:40+00:00,0,36,36,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Guynemer - Séverine,21313,0,3,2.2790706530213356,48.83091743371036,2023-05-26T15:46:13+00:00,3,22,26,OUI,OUI,Issy-les-Moulineaux,OUI,2023-05-26T16:22:00.535Z
Richard Wallace - Place du 8 Mai 1945,28001,13,5,2.2420343756675725,48.87866794788021,2023-05-26T15:45:20+00:00,18,9,30,OUI,OUI,Puteaux,OUI,2023-05-26T16:22:00.535Z
Flandre - Riquet,19005,2,2,2.3737595955229,48.888013281448,2023-05-26T15:45:43+00:00,4,16,21,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Dupleix - du Guesclin,15025,4,38,2.296709530055523,48.85147910413369,2023-05-26T15:44:56+00:00,42,4,47,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Varenne,7015,5,8,2.3152771219611,48.857202661803,2023-05-26T15:45:14+00:00,13,31,47,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Pasteur - Gambetta,41606,3,1,2.4236011505126953,48.84572797384512,2023-05-26T15:46:10+00:00,4,14,19,OUI,OUI,Saint-Mandé,OUI,2023-05-26T16:22:00.535Z
Fragonard - Porte de Clichy,17011,0,0,2.3143893107772,48.894155633419,2023-05-26T15:41:23+00:00,0,55,56,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place de Verdun,43402,6,27,2.473775,48.8202823,2023-05-26T15:43:57+00:00,33,6,40,OUI,OUI,Joinville-le-Pont,OUI,2023-05-26T16:22:00.535Z
Edouard Poisson - Victor Hugo,33018,4,9,2.379864752692811,48.91118557052621,2023-05-26T15:46:14+00:00,13,17,30,OUI,OUI,Aubervilliers,OUI,2023-05-26T16:22:00.535Z
Montgallet - Reuilly,12013,2,5,2.3896481,48.844291,2023-05-26T15:46:14+00:00,7,8,16,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Boulets - Voltaire,11009,3,0,2.3890301585197,48.85218705621,2023-05-26T15:40:11+00:00,3,20,24,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place Jacques Madaule,21305,1,7,2.2606918215752,48.823933787309,2023-05-26T15:46:12+00:00,8,17,25,OUI,OUI,Issy-les-Moulineaux,OUI,2023-05-26T16:22:00.535Z
Jussieu - Fossés Saint-Bernard,5021,3,25,2.3534858599305153,48.84718551002347,2023-05-26T15:46:16+00:00,28,9,39,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Commandant Rivière,8033,6,1,2.309796,48.872933,2023-05-26T15:45:03+00:00,7,19,27,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Jardin d'Acclimatation,16121,1,1,2.270772233605385,48.878772242510465,2023-05-26T15:46:16+00:00,2,31,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare Montparnasse - René Mouchotte,14117,16,7,2.320883944630623,48.83920384329242,2023-05-26T15:44:55+00:00,23,14,39,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Paul Vaillant Couturier - Chaptal,23001,1,3,2.277525365352631,48.89347957618252,2023-05-26T15:46:02+00:00,4,33,39,OUI,OUI,Levallois-Perret,OUI,2023-05-26T16:22:00.535Z
Bayen - Pereire,17037,1,4,2.2921088710427284,48.881804409079656,2023-05-26T15:45:51+00:00,5,16,22,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Porte Maillot - Pereire,17042,0,0,2.284444,48.877775,2018-05-21T05:31:42+00:00,0,0,0,NON,OUI,Paris,NON,2023-05-26T16:22:00.535Z
Square Cambronne,15010,0,0,2.3025691509247,48.84756654526,2023-05-26T15:46:09+00:00,0,58,59,NON,OUI,Paris,NON,2023-05-26T16:22:00.535Z
Charonne - Avron,20043,1,3,2.398403047037931,48.85160266522164,2023-05-26T15:46:14+00:00,4,22,27,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
18 juin 1940 - Buzenval,25005,8,1,2.185428,48.868807,2023-05-26T15:41:29+00:00,9,16,25,OUI,OUI,Rueil-Malmaison,OUI,2023-05-26T16:22:00.535Z
Mairie de La Garenne Colombes,22505,3,6,2.24679596722126,48.90663823468682,2023-05-26T15:38:47+00:00,9,12,22,OUI,OUI,La Garenne-Colombes,OUI,2023-05-26T16:22:00.535Z
Jean Colly - Tolbiac,13045,2,1,2.3705490678548813,48.827817291597846,2023-05-26T15:45:23+00:00,3,33,36,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Porte de la Villette,19115,2,2,2.386150136590004,48.89835196548483,2023-05-26T15:45:12+00:00,4,22,27,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Ouest - Château,14034,2,1,2.319392143923804,48.83617286014242,2023-05-26T15:46:00+00:00,3,20,23,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place aux Étoiles,32010,2,0,2.3523425683379173,48.91835629408464,2023-05-26T15:40:09+00:00,2,38,40,OUI,OUI,Saint-Denis,OUI,2023-05-26T16:22:00.535Z
Flandrin - Henri Martin,16018,2,2,2.2724174,48.8643275,2023-05-26T15:43:28+00:00,4,12,18,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Pirogues de Bercy - Libourne,12034,5,1,2.38637,48.832308,2023-05-26T15:45:23+00:00,6,41,49,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Porte d'Auteuil,16034,4,4,2.2608396783471107,48.8479394142243,2023-05-26T15:44:56+00:00,8,24,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Réunion - Avron,20132,3,1,2.403928068708116,48.852566752033766,2023-05-26T15:44:39+00:00,4,22,26,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Claude Bernard - Arbalète,5114,2,1,2.347510904073715,48.83976676978202,2023-05-26T15:43:39+00:00,3,12,17,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Square des Saint-Simoniens,20119,0,0,2.3967273,48.8701796,2023-05-26T15:43:23+00:00,0,25,25,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare de Clamart,21403,3,0,2.272278964519501,48.81383535598703,2023-05-26T15:41:34+00:00,3,9,14,OUI,OUI,Clamart,OUI,2023-05-26T16:22:00.535Z
Place Jean-Baptiste Clément,42707,4,3,2.3617091774940495,48.81240466867336,2023-05-26T15:42:28+00:00,7,15,25,OUI,OUI,Le Kremlin-Bicêtre,OUI,2023-05-26T16:22:00.535Z
Chanzy - Sud-Est,92003,5,5,2.195632159709931,48.888912037698766,2023-05-26T15:42:55+00:00,10,14,25,OUI,OUI,Nanterre,OUI,2023-05-26T16:22:00.535Z
Jussieu - Guy de la Brosse,5119,2,17,2.355653,48.845665,2023-05-26T15:46:09+00:00,19,20,40,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Jean Lolive - Parc Stalingrad,35009,1,0,2.4091735482215886,48.89206174403158,2023-05-26T15:42:18+00:00,1,20,22,OUI,OUI,Pantin,OUI,2023-05-26T16:22:00.535Z
Champeaux - Gallieni,31705,3,1,2.4161778017878532,48.864459134684644,2023-05-26T15:44:21+00:00,4,45,50,OUI,OUI,Bagnolet,OUI,2023-05-26T16:22:00.535Z
